5,57,29
6,6,4
7,5,3
7,10,6
7,9,5
7,3,2
7,14,10
7,27,15
7,1,1
7,6,4
7,5,4
5,1,1
7,3,2
8,11,6
8,13,8
8,4,3
8,11,6
8,9,5
8,9,5
8,9,5
8,11,6
8,13,7
5,1,1
8,11,6
5,11,7
5,4,3
5,15,9
5,4,3
5,6,4
5,3,2
5,5,4
5,1,1
5,4,3
5,13,7
5,3,2
6,339,170
6,9,6
6,13,8
6,3,2
7,11,6
7,6,4
7,10,5
5,6,4
7,66,34
6,4,3
6,3,2
6,57,30
6,1,1
